연도,조사기간,정당,지지율
2008,6월 3주차,기타·무당층,15.4
2008,6월 4주차,한나라당,39.7
2008,6월 4주차,통합민주당,24.6
2008,6월 4주차,자유선진당,4.9
2008,6월 4주차,친박연대,3.9
2008,6월 4주차,민주노동당,6.7
2008,6월 4주차,창조한국당,2
2008,6월 4주차,진보신당,3.5
2008,6월 4주차,기타·무당층,14.7
2008,7월 1주차,한나라당,32.7
2008,7월 1주차,통합민주당,13.5
2008,7월 1주차,자유선진당,5.4
2008,7월 1주차,친박연대,4.3
2008,7월 1주차,민주노동당,8.5
2008,7월 1주차,창조한국당,4.2
2008,7월 1주차,진보신당,5.9
2008,7월 1주차,기타·무당층,25.5
2008,7월 2주차,한나라당,34.2
2008,7월 2주차,민주당,22.3
2008,7월 2주차,자유선진당,5.3
2008,7월 2주차,친박연대,3.8
2008,7월 2주차,민주노동당,7.3
2008,7월 2주차,창조한국당,3.2
2008,7월 2주차,진보신당,4.8
2008,7월 2주차,기타·무당층,19.1
2008,7월 3주차,한나라당,28
2008,7월 3주차,민주당,20
2008,7월 3주차,자유선진당,5.9
2008,7월 3주차,친박연대,7
2008,7월 3주차,민주노동당,13.3
2008,7월 3주차,창조한국당,4.9
2008,7월 3주차,진보신당,4.8
2008,7월 3주차,기타·무당층,16.1
2008,7월 4주차,한나라당,32.6
2008,7월 4주차,민주당,27.3
2008,7월 4주차,자유선진당,3.5
2008,7월 4주차,친박연대,2.4
2008,7월 4주차,민주노동당,8.1
2008,7월 4주차,창조한국당,4.2
2008,7월 4주차,진보신당,3.3
2008,7월 4주차,기타·무당층,18.6
2008,7월 5주차,한나라당,32.6
2008,7월 5주차,민주당,23.9
2008,7월 5주차,자유선진당,6.4
2008,7월 5주차,친박연대,2.9
2008,7월 5주차,민주노동당,10.3
2008,7월 5주차,창조한국당,4.2
2008,7월 5주차,진보신당,2.6
2008,7월 5주차,기타·무당층,17.1
2008,8월 1주차,한나라당,37.8
2008,8월 1주차,민주당,23.6
2008,8월 1주차,자유선진당,5.9
2008,8월 1주차,친박연대,2.9
2008,8월 1주차,민주노동당,8.3
2008,8월 1주차,창조한국당,1.7
2008,8월 1주차,진보신당,0.9
2008,8월 1주차,기타·무당층,18.9
2008,8월 2주차,한나라당,41
2008,8월 2주차,민주당,16.8
2008,8월 2주차,자유선진당,6.2
2008,8월 2주차,친박연대,3.6
2008,8월 2주차,민주노동당,4.7
2008,8월 2주차,창조한국당,1.1
2008,8월 2주차,진보신당,4.8
2008,8월 2주차,기타·무당층,21.8
2008,8월 3주차,한나라당,35.5
2008,8월 3주차,민주당,22.8
2008,8월 3주차,자유선진당,3.5
2008,8월 3주차,친박연대,3.8
2008,8월 3주차,민주노동당,7.4
2008,8월 3주차,창조한국당,2.4
2008,8월 3주차,진보신당,2.2
2008,8월 3주차,기타·무당층,22.4
2008,8월 4주차,한나라당,40
2008,8월 4주차,민주당,19.7
2008,8월 4주차,자유선진당,5.2
2008,8월 4주차,친박연대,2.5
2008,8월 4주차,민주노동당,8.7
2008,8월 4주차,창조한국당,3.8
2008,8월 4주차,진보신당,4.7
2008,8월 4주차,기타·무당층,15.4
2008,9월 1주차,한나라당,30.6
2008,9월 1주차,민주당,21.1
2008,9월 1주차,자유선진당,5.6
2008,9월 1주차,친박연대,2.3
2008,9월 1주차,민주노동당,10.2
2008,9월 1주차,창조한국당,4.5
2008,9월 1주차,진보신당,4
2008,9월 1주차,기타·무당층,21.7
2008,9월 2주차,한나라당,40.3
2008,9월 2주차,민주당,20.5
2008,9월 2주차,자유선진당,6.1
2008,9월 2주차,친박연대,1.8
2008,9월 2주차,민주노동당,4.6
2008,9월 2주차,창조한국당,3
2008,9월 2주차,진보신당,3.7
2008,9월 2주차,기타·무당층,20
2008,9월 3주차,한나라당,46.5
2008,9월 3주차,민주당,17.1
2008,9월 3주차,자유선진당,4
2008,9월 3주차,친박연대,2.4
2008,9월 3주차,민주노동당,5.4
2008,9월 3주차,창조한국당,1
2008,9월 3주차,진보신당,1.4
2008,9월 3주차,기타·무당층,22.2
2008,9월 4주차,한나라당,37.6
2008,9월 4주차,민주당,21.3
2008,9월 4주차,자유선진당,4.3
2008,9월 4주차,친박연대,3.5
2008,9월 4주차,민주노동당,7.4
2008,9월 4주차,창조한국당,3.3
2008,9월 4주차,진보신당,2.5
2008,9월 4주차,기타·무당층,20.1
2008,10월 1주차,한나라당,35
2008,10월 1주차,민주당,22
2008,10월 1주차,자유선진당,6.1
2008,10월 1주차,친박연대,2.7
2008,10월 1주차,민주노동당,9.7
2008,10월 1주차,창조한국당,2.4
2008,10월 1주차,진보신당,2.2
2008,10월 1주차,기타·무당층,19.9
2008,10월 2주차,한나라당,34.9
2008,10월 2주차,민주당,21
2008,10월 2주차,자유선진당,6.2
2008,10월 2주차,친박연대,4.3
2008,10월 2주차,민주노동당,6.8
2008,10월 2주차,창조한국당,1.8
2008,10월 2주차,진보신당,2.7
2008,10월 2주차,기타·무당층,22.3
2008,10월 3주차,한나라당,29.2
2008,10월 3주차,민주당,24
2008,10월 3주차,자유선진당,8.7
2008,10월 3주차,친박연대,3.2
2008,10월 3주차,민주노동당,11.4
2008,10월 3주차,창조한국당,1.7
2008,10월 3주차,진보신당,4
2008,10월 3주차,기타·무당층,17.8
2008,10월 4주차,한나라당,33.4
2008,10월 4주차,민주당,23
2008,10월 4주차,자유선진당,6.8
2008,10월 4주차,친박연대,1.5
2008,10월 4주차,민주노동당,6.7
2008,10월 4주차,창조한국당,0.8
2008,10월 4주차,진보신당,3.7
2008,10월 4주차,기타·무당층,24.1
2008,10월 5주차,한나라당,35.2
2008,10월 5주차,민주당,24.8
2008,10월 5주차,자유선진당,3.4
2008,10월 5주차,친박연대,3
2008,10월 5주차,민주노동당,9
2008,10월 5주차,창조한국당,0.9
2008,10월 5주차,진보신당,2.1
2008,10월 5주차,기타·무당층,21.6
2008,11월 1주차,한나라당,45.1
2008,11월 1주차,민주당,19.3
2008,11월 1주차,자유선진당,7
2008,11월 1주차,친박연대,1.3
2008,11월 1주차,민주노동당,6.2
2008,11월 1주차,창조한국당,1.3
2008,11월 1주차,진보신당,0.9
2008,11월 1주차,기타·무당층,18.9
2008,11월 2주차,한나라당,41.7
2008,11월 2주차,민주당,18.6
2008,11월 2주차,자유선진당,5.6
2008,11월 2주차,친박연대,2.7
2008,11월 2주차,민주노동당,12.4
2008,11월 2주차,창조한국당,2.4
2008,11월 2주차,진보신당,3.2
2008,11월 2주차,기타·무당층,13.4
2008,11월 3주차,한나라당,38.9
2008,11월 3주차,민주당,19.7
2008,11월 3주차,자유선진당,3.9
2008,11월 3주차,친박연대,5.1
2008,11월 3주차,민주노동당,5.7
2008,11월 3주차,창조한국당,2.1
2008,11월 3주차,진보신당,3.4
2008,11월 3주차,기타·무당층,21.2
2008,11월 4주차,한나라당,40.4
2008,11월 4주차,민주당,19.4
2008,11월 4주차,자유선진당,5.1
2008,11월 4주차,친박연대,1.8
2008,11월 4주차,민주노동당,6.5
2008,11월 4주차,창조한국당,1.9
2008,11월 4주차,진보신당,2.2
2008,11월 4주차,기타·무당층,22.7
2008,12월 1주차,한나라당,37.8
2008,12월 1주차,민주당,20
2008,12월 1주차,자유선진당,6.6
2008,12월 1주차,친박연대,3.3
2008,12월 1주차,민주노동당,9.7
2008,12월 1주차,창조한국당,2.3
2008,12월 1주차,진보신당,2.6
2008,12월 1주차,기타·무당층,17.7
2008,12월 2주차,한나라당,34.8
2008,12월 2주차,민주당,20.3
2008,12월 2주차,자유선진당,8.4
2008,12월 2주차,친박연대,5.6
2008,12월 2주차,민주노동당,8
2008,12월 2주차,창조한국당,3.3
2008,12월 2주차,진보신당,1.6
2008,12월 2주차,기타·무당층,18
2008,12월 3주차,한나라당,39.2
2008,12월 3주차,민주당,19.1
2008,12월 3주차,자유선진당,3.7
2008,12월 3주차,친박연대,2.5
2008,12월 3주차,민주노동당,9.8
2008,12월 3주차,창조한국당,2.4
2008,12월 3주차,진보신당,3.9
2008,12월 3주차,기타·무당층,19.3
2008,12월 4주차,한나라당,34.5
2008,12월 4주차,민주당,24.2
2008,12월 4주차,자유선진당,4
2008,12월 4주차,친박연대,3.4
2008,12월 4주차,민주노동당,9.6
2008,12월 4주차,창조한국당,2.2
2008,12월 4주차,진보신당,4
2008,12월 4주차,기타·무당층,18
2008,12월 5주차,한나라당,31.5
2008,12월 5주차,민주당,23.2
2008,12월 5주차,자유선진당,7.3
2008,12월 5주차,친박연대,4.3
2008,12월 5주차,민주노동당,8.6
2008,12월 5주차,창조한국당,1.7
2008,12월 5주차,진보신당,1.1
2008,12월 5주차,기타·무당층,22.4
2009,1월 1주차,한나라당,29.8
2009,1월 1주차,민주당,20
2009,1월 1주차,자유선진당,4.8
2009,1월 1주차,친박연대,5.2
2009,1월 1주차,민주노동당,9.5
2009,1월 1주차,창조한국당,3.2
2009,1월 1주차,진보신당,0.8
2009,1월 1주차,기타·무당층,26.9
2009,1월 3주차,한나라당,35.2
2009,1월 3주차,민주당,13.9
2009,1월 3주차,자유선진당,6.3
2009,1월 3주차,친박연대,5.8
2009,1월 3주차,민주노동당,6.1
2009,1월 3주차,창조한국당,1.9
2009,1월 3주차,진보신당,1.4
2009,1월 3주차,기타·무당층,29.4
2009,2월 2주차,한나라당,30.8
2009,2월 2주차,민주당,14.5
2009,2월 2주차,자유선진당,7.7
2009,2월 2주차,친박연대,4.9
2009,2월 2주차,민주노동당,6.2
2009,2월 2주차,창조한국당,3.1
2009,2월 2주차,진보신당,2.9
2009,2월 2주차,기타·무당층,29.9
2009,2월 3주차,한나라당,34.4
2009,2월 3주차,민주당,17.4
2009,2월 3주차,자유선진당,6.9
2009,2월 3주차,친박연대,5.9
2009,2월 3주차,민주노동당,6.9
2009,2월 3주차,창조한국당,2.6
2009,2월 3주차,진보신당,2.6
2009,2월 3주차,기타·무당층,23.3
2009,3월 3주차,한나라당,30.6
2009,3월 3주차,민주당,16.9
2009,3월 3주차,자유선진당,7.9
2009,3월 3주차,친박연대,4.8
2009,3월 3주차,민주노동당,8.8
2009,3월 3주차,창조한국당,3.1
2009,3월 3주차,진보신당,2.5
2009,3월 3주차,기타·무당층,25.4
2009,4월 3주차,한나라당,34.7
2009,4월 3주차,민주당,14.2
2009,4월 3주차,자유선진당,4.6
2009,4월 3주차,친박연대,5.7
2009,4월 3주차,민주노동당,7.6
2009,4월 3주차,창조한국당,1.3
2009,4월 3주차,진보신당,2.4
2009,4월 3주차,기타·무당층,29.5
2009,4월 5주차,한나라당,23.5
2009,4월 5주차,민주당,16.7
2009,4월 5주차,자유선진당,4.5
2009,4월 5주차,친박연대,6.3
2009,4월 5주차,민주노동당,13.3
2009,4월 5주차,창조한국당,2.2
2009,4월 5주차,진보신당,3.5
2009,4월 5주차,기타·무당층,30
2009,5월 3주차,한나라당,24.2
2009,5월 3주차,민주당,15.7
2009,5월 3주차,자유선진당,5.1
2009,5월 3주차,친박연대,7.6
2009,5월 3주차,민주노동당,6.9
2009,5월 3주차,창조한국당,1.8
2009,5월 3주차,진보신당,2.1
2009,5월 3주차,기타·무당층,36.6
2009,5월 4주차,한나라당,27.8
2009,5월 4주차,민주당,21
2009,5월 4주차,자유선진당,4.6
2009,5월 4주차,친박연대,4.3
2009,5월 4주차,민주노동당,5
2009,5월 4주차,창조한국당,2.9
2009,5월 4주차,진보신당,4.2
2009,5월 4주차,기타·무당층,30.2
2009,6월 1주차,한나라당,24
2009,6월 1주차,민주당,27.9
2009,6월 1주차,자유선진당,5.3
2009,6월 1주차,친박연대,5.5
2009,6월 1주차,민주노동당,7.5
2009,6월 1주차,창조한국당,2.1
2009,6월 1주차,진보신당,6.2
2009,6월 1주차,기타·무당층,21.5
2009,6월 4주차,한나라당,22.9
2009,6월 4주차,민주당,18.1
2009,6월 4주차,자유선진당,5.6
2009,6월 4주차,친박연대,7.8
2009,6월 4주차,민주노동당,8.1
2009,6월 4주차,창조한국당,2.4
2009,6월 4주차,진보신당,2.9
2009,6월 4주차,기타·무당층,32.2
2009,7월 3주차,한나라당,29.6
2009,7월 3주차,민주당,22.4
2009,7월 3주차,자유선진당,4.8
2009,7월 3주차,친박연대,6.1
2009,7월 3주차,민주노동당,6.8
2009,7월 3주차,창조한국당,2.1
2009,7월 3주차,진보신당,3.3
2009,7월 3주차,기타·무당층,25
2009,7월 5주차,한나라당,28
2009,7월 5주차,민주당,25.6
2009,7월 5주차,자유선진당,5.2
2009,7월 5주차,친박연대,5
2009,7월 5주차,민주노동당,6.2
2009,7월 5주차,창조한국당,1.8
2009,7월 5주차,진보신당,2.3
2009,7월 5주차,기타·무당층,26
2009,8월 2주차,한나라당,27.7
2009,8월 2주차,민주당,23.7
2009,8월 2주차,자유선진당,4.6
2009,8월 2주차,친박연대,3.6
2009,8월 2주차,민주노동당,6.1
2009,8월 2주차,창조한국당,2.3
2009,8월 2주차,진보신당,2.4
2009,8월 2주차,기타·무당층,29.6
2009,8월 4주차,한나라당,32
2009,8월 4주차,민주당,25.9
2009,8월 4주차,자유선진당,4.8
2009,8월 4주차,친박연대,4.8
2009,8월 4주차,민주노동당,4.8
2009,8월 4주차,창조한국당,1.3
2009,8월 4주차,진보신당,1.3
2009,8월 4주차,기타·무당층,25.1
2009,9월 3주차,한나라당,37.9
2009,9월 3주차,민주당,30.2
2009,9월 3주차,자유선진당,2.8
2009,9월 3주차,친박연대,3.7
2009,9월 3주차,민주노동당,3.7
2009,9월 3주차,창조한국당,1.2
2009,9월 3주차,진보신당,2.4
2009,9월 3주차,기타·무당층,18.1
2009,9월 5주차,한나라당,39.1
2009,9월 5주차,민주당,27.1
2009,9월 5주차,자유선진당,5
2009,9월 5주차,친박연대,2.9
2009,9월 5주차,민주노동당,3.9
2009,9월 5주차,창조한국당,2.2
2009,9월 5주차,진보신당,1.9
2009,9월 5주차,기타·무당층,17.9
2009,10월 2주차,한나라당,37.1
2009,10월 2주차,민주당,29.9
2009,10월 2주차,자유선진당,3.5
2009,10월 2주차,친박연대,2.3
2009,10월 2주차,민주노동당,5.5
2009,10월 2주차,창조한국당,1.5
2009,10월 2주차,진보신당,2.6
2009,10월 2주차,기타·무당층,17.6
2009,10월 4주차,한나라당,38.4
2009,10월 4주차,민주당,30.2
2009,10월 4주차,자유선진당,2.6
2009,10월 4주차,친박연대,2.8
2009,10월 4주차,민주노동당,5.8
2009,10월 4주차,창조한국당,0.8
2009,10월 4주차,진보신당,1.9
2009,10월 4주차,기타·무당층,17.7
2009,11월 1주차,한나라당,36.1
2009,11월 1주차,민주당,34.9
2009,11월 1주차,자유선진당,2.6
2009,11월 1주차,친박연대,3.2
2009,11월 1주차,민주노동당,3.7
2009,11월 1주차,창조한국당,1.1
2009,11월 1주차,진보신당,2.2
2009,11월 1주차,기타·무당층,16.2
2009,11월 2주차,한나라당,38.8
2009,11월 2주차,민주당,28.6
2009,11월 2주차,자유선진당,2.9
2009,11월 2주차,친박연대,4.6
2009,11월 2주차,민주노동당,4.6
2009,11월 2주차,창조한국당,0.9
2009,11월 2주차,진보신당,2.1
2009,11월 2주차,기타·무당층,17.5
2009,11월 3주차,한나라당,35.2
2009,11월 3주차,민주당,29.3
2009,11월 3주차,자유선진당,3.8
2009,11월 3주차,친박연대,5
2009,11월 3주차,민주노동당,3.2
2009,11월 3주차,창조한국당,0.6
2009,11월 3주차,진보신당,1
2009,11월 3주차,국민참여당,5.9
2009,11월 3주차,기타·무당층,16
2009,11월 4주차,한나라당,37.7
2009,11월 4주차,민주당,27.8
2009,11월 4주차,자유선진당,3.3
2009,11월 4주차,친박연대,4.9
2009,11월 4주차,민주노동당,4
2009,11월 4주차,창조한국당,0.6
2009,11월 4주차,진보신당,1.6
2009,11월 4주차,국민참여당,3
2009,11월 4주차,기타·무당층,17.1
2009,12월 1주차,한나라당,41.3
2009,12월 1주차,민주당,24.8
2009,12월 1주차,자유선진당,3
2009,12월 1주차,친박연대,5.2
2009,12월 1주차,민주노동당,3.5
2009,12월 1주차,창조한국당,0.7
2009,12월 1주차,진보신당,1.5
2009,12월 1주차,국민참여당,3.3
2009,12월 1주차,기타·무당층,16.7
2009,12월 2주차,한나라당,37.8
2009,12월 2주차,민주당,27.8
2009,12월 2주차,자유선진당,3
2009,12월 2주차,친박연대,4.9
2009,12월 2주차,민주노동당,4.1
2009,12월 2주차,창조한국당,0.9
2009,12월 2주차,진보신당,1.1
2009,12월 2주차,국민참여당,5.2
2009,12월 2주차,기타·무당층,15.2
2009,12월 3주차,한나라당,37.3
2009,12월 3주차,민주당,27.1
2009,12월 3주차,자유선진당,3.9
2009,12월 3주차,친박연대,4.7
2009,12월 3주차,민주노동당,3.9
2009,12월 3주차,창조한국당,0.6
2009,12월 3주차,진보신당,1.3
2009,12월 3주차,국민참여당,3.9
2009,12월 3주차,기타·무당층,17.3
2009,12월 4주차,한나라당,37.4
2009,12월 4주차,민주당,29.1
2009,12월 4주차,자유선진당,2.9
2009,12월 4주차,친박연대,4.5
2009,12월 4주차,민주노동당,3.5
2009,12월 4주차,창조한국당,0.8
2009,12월 4주차,진보신당,2.1
2009,12월 4주차,국민참여당,4.3
2009,12월 4주차,기타·무당층,15.4
2009,12월 5주차,한나라당,42.9
2009,12월 5주차,민주당,25.2
2009,12월 5주차,자유선진당,3.5
2009,12월 5주차,친박연대,5.1
2009,12월 5주차,민주노동당,4.4
2009,12월 5주차,창조한국당,1.4
2009,12월 5주차,진보신당,1
2009,12월 5주차,국민참여당,2.4
2009,12월 5주차,기타·무당층,14.1
2010,1월 2주차,한나라당,43.7
2010,1월 2주차,민주당,25.7
2010,1월 2주차,자유선진당,3.2
2010,1월 2주차,친박연대,4.7
2010,1월 2주차,민주노동당,3.2
2010,1월 2주차,창조한국당,1
2010,1월 2주차,진보신당,1.4
2010,1월 2주차,국민참여당,2.7
2010,1월 2주차,기타·무당층,14.4
2010,1월 3주차,한나라당,40.5
2010,1월 3주차,민주당,22.8
2010,1월 3주차,자유선진당,3.4
2010,1월 3주차,친박연대,5
2010,1월 3주차,민주노동당,3.7
2010,1월 3주차,창조한국당,0.9
2010,1월 3주차,진보신당,2.1
2010,1월 3주차,국민참여당,5.3
2010,1월 3주차,기타·무당층,16.3
2010,1월 4주차,한나라당,40.9
2010,1월 4주차,민주당,24.9
2010,1월 4주차,자유선진당,3.4
2010,1월 4주차,친박연대,5.5
2010,1월 4주차,민주노동당,3.8
2010,1월 4주차,창조한국당,1.5
2010,1월 4주차,진보신당,2
2010,1월 4주차,국민참여당,5.2
2010,1월 4주차,기타·무당층,12.8
2010,2월 1주차,한나라당,38.5
2010,2월 1주차,민주당,25.3
2010,2월 1주차,자유선진당,3.5
2010,2월 1주차,친박연대,6
